State,District,SubDistrict,VillageName,Population,Area_Hectares,Literacy_Rate
West Bengal,Siliguri,Siliguri Taluka,Chhoti Khurd 7683,4782,2332.58,51.93
Bihar,Bhagalpur,Bhagalpur Taluka,Chhoti Wadi 7684,9303,2961.77,88.28
Rajasthan,Jodhpur,Jodhpur Taluka,Nava Peta 7685,3773,2529.07,73.86
Haryana,Ambala,Ambala Taluka,Puranagar 7686,117,4440.85,
Haryana,Faridabad,Faridabad Taluka,Nayakhurd 7687,11359,4417.38,78.28
Rajasthan,Jodhpur,Jodhpur Taluka,Badikalan 7688,3438,3020.92,93.22
Uttar Pradesh,Lucknow,Lucknow Taluka,Naya Gaon 7689,8432,2539.44,90.35
Maharashtra,Thane,Thane Taluka,Motinagar 7690,11582,4466.71,78.41
West Bengal,Kolkata,Kolkata Taluka,Harikalan 7691,10137,1078.74,74.31
Tamil Nadu,Madurai,Madurai Taluka,Moti Pur 7692,11195,4078.23,84.18
West Bengal,Howrah,Howrah Taluka,Lalhalli 7693,7108,1318.32,58.39
Punjab,Ludhiana,Ludhiana Taluka,Nava Kalan 7694,11903,4636.73,84.82
Rajasthan,Ajmer,Ajmer Taluka,Pura Garh 7695,13782,593.65,81.28
Karnataka,Mangalore,Mangalore Taluka,Motinagar 7696,10116,401.42,75.73
Gujarat,Bhavnagar,Bhavnagar Taluka,Badi Pur 7697,,3191.45,89.84
Gujarat,Ahmedabad,Ahmedabad Taluka,Navapeta 7698,1950,2368.53,85.22
Gujarat,Bhavnagar,Bhavnagar Taluka,Kala Peta 7699,13156,2008.95,
Bihar,Muzaffarpur,Muzaffarpur Taluka,Chhoti Peta 7700,6677,2057.31,62.54
West Bengal,Howrah,Howrah Taluka,Navakhurd 7701,4268,2909.05,43.92
Rajasthan,Kota,Kota Taluka,Moti Gaon 7702,11050,3597.36,41.16
Rajasthan,Jaipur,Jaipur Taluka,Badi Halli 7703,5867,3070.53,91.29
Rajasthan,Udaipur,Udaipur Taluka,Hari Wadi 7704,1335,3047.02,66.37
Rajasthan,Jodhpur,Jodhpur Taluka,Lalkalan 7705,6818,1134.15,80.03
Gujarat,Bhavnagar,Bhavnagar Taluka,Chhotigarh 7706,,3338.24,72.94
Bihar,Bhagalpur,Bhagalpur Taluka,Chhotiwadi 7707,12774,2761.03,94.14
Karnataka,Mangalore,Mangalore Taluka,Hari Khurd 7708,2958,834.32,50.33
West Bengal,Durgapur,Durgapur Taluka,Kala Garh 7709,3191,3151.79,43.85
Tamil Nadu,Chennai,Chennai Taluka,Pura Gaon 7710,12181,1742.81,57.5
Rajasthan,Kota,Kota Taluka,Lalwadi 7711,10600,282.83,63.81
Maharashtra,Thane,Thane Taluka,Lalkalan 7712,4653,2167.11,57.68
West Bengal,Siliguri,Siliguri Taluka,Motikalan 7713,3679,2616.79,
Karnataka,Belgaum,Belgaum Taluka,Moti Peta 7714,10171,2141.39,51.45
Bihar,Muzaffarpur,Muzaffarpur Taluka,Pura Nagar 7715,12628,682.64,75.59
Gujarat,Vadodara,Vadodara Taluka,Badi Wadi 7716,8068,4205.63,55.75
Maharashtra,Thane,Thane Taluka,Chhotiwadi 7717,3668,302.53,64.85
Gujarat,Rajkot,Rajkot Taluka,Hari Nagar 7718,11594,1446.94,87.93
Rajasthan,Jaipur,Jaipur Taluka,Chhoti Halli 7719,3105,4316.53,82.48
Rajasthan,Jaipur,Jaipur Taluka,Nayawadi 7720,889,1179.97,65.71
Haryana,Faridabad,Faridabad Taluka,Kalapur 7721,7189,432.84,
Haryana,Gurugram,Gurugram Taluka,Moti Wadi 7722,13311,2972.37,67.55
Rajasthan,Jodhpur,Jodhpur Taluka,Pura Garh 7723,6988,4850.05,48.48
Tamil Nadu,Coimbatore,Coimbatore Taluka,Moti Pur 7724,4621,4794.9,66.21
Karnataka,Hubli,Hubli Taluka,Kalagaon 7725,10842,2778.77,93.02
Maharashtra,Pune,Pune Taluka,Badikhurd 7726,2443,769.86,71.47
Rajasthan,Ajmer,Ajmer Taluka,Moti Nagar 7727,,4394.72,67.9
Punjab,Ludhiana,Ludhiana Taluka,Kalapeta 7728,7418,1136.5,50.08
Maharashtra,Nashik,Nashik Taluka,Nayagarh 7729,,3016.96,53.08
Uttar Pradesh,Meerut,Meerut Taluka,Badigaon 7730,332,1289.06,41.36
Uttar Pradesh,Kanpur,Kanpur Taluka,Pura Nagar 7731,6452,4969.85,92.72
Rajasthan,Udaipur,Udaipur Taluka,Pura Garh 7732,660,2755.71,58.48
Karnataka,Mysore,Mysore Taluka,Kala Gaon 7733,1306,2352.28,
West Bengal,Siliguri,Siliguri Taluka,Hari Pur 7734,13366,3260.92,94.97
Tamil Nadu,Salem,Salem Taluka,Badi Garh 7735,800,283.57,61.17
Haryana,Ambala,Ambala Taluka,Chhotihalli 7736,7371,4232.22,76.27
Karnataka,Mangalore,Mangalore Taluka,Kala Pur 7737,6169,429.75,54.06
Uttar Pradesh,Varanasi,Varanasi Taluka,Badihalli 7738,6716,426.49,72.23
Rajasthan,Kota,Kota Taluka,Motiwadi 7739,3702,1889.54,79.08
Rajasthan,Udaipur,Udaipur Taluka,Kala Peta 7740,894,279.54,93.15
Uttar Pradesh,Agra,Agra Taluka,Nayapur 7741,4358,610.61,68.77
Uttar Pradesh,Agra,Agra Taluka,Navanagar 7742,6952,472.72,71.59
Punjab,Patiala,Patiala Taluka,Badi Khurd 7743,2713,3524.64,58.1
Uttar Pradesh,Lucknow,Lucknow Taluka,Motipeta 7744,13242,2094.96,73.29
Gujarat,Bhavnagar,Bhavnagar Taluka,Motipeta 7745,10250,4409.93,62.44
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Taluka,Moti Wadi 7746,9092,1241.38,59.03
Uttar Pradesh,Agra,Agra Taluka,Kala Garh 7747,3000,2196.69,56.12
Maharashtra,Thane,Thane Taluka,Kala Khurd 7748,1671,1148.28,78.39
Maharashtra,Pune,Pune Taluka,Nava Halli 7749,6007,951.8,80.85
Rajasthan,Ajmer,Ajmer Taluka,Badikalan 7750,5578,2058.26,82.62
Haryana,Rohtak,Rohtak Taluka,Chhotipeta 7751,11992,4097.03,85.72
Bihar,Gaya,Gaya Taluka,Lalnagar 7752,11702,2260.48,85.05
West Bengal,Kolkata,Kolkata Taluka,Moti Garh 7753,2021,4409.77,68.38
Uttar Pradesh,Agra,Agra Taluka,Chhoti Kalan 7754,11704,4622.28,88.73
Bihar,Patna,Patna Taluka,Chhoti Halli 7755,6550,2883.94,77.21
Haryana,Panipat,Panipat Taluka,Chhoti Peta 7756,5070,1903.21,47.48
Tamil Nadu,Chennai,Chennai Taluka,Chhoti Pur 7757,5649,3227.15,84.0
Maharashtra,Nagpur,Nagpur Taluka,Kalawadi 7758,4861,3324.05,70.41
West Bengal,Kolkata,Kolkata Taluka,Nava Gaon 7759,3226,3413.53,40.35
Gujarat,Surat,Surat Taluka,Chhoti Nagar 7760,5244,1020.0,65.66
Karnataka,Hubli,Hubli Taluka,Lalkhurd 7761,4735,2555.36,49.54
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Taluka,Lalnagar 7762,2736,4793.6,78.45
Karnataka,Belgaum,Belgaum Taluka,Pura Halli 7763,,4733.83,88.83
Tamil Nadu,Chennai,Chennai Taluka,Nayakhurd 7764,9411,4545.75,65.51
Gujarat,Ahmedabad,Ahmedabad Taluka,Pura Peta 7765,2012,1688.25,44.4
Tamil Nadu,Madurai,Madurai Taluka,Naya Gaon 7766,4580,4600.13,76.82
Tamil Nadu,Coimbatore,Coimbatore Taluka,Hari Kalan 7767,12685,4093.31,46.34
Maharashtra,Pune,Pune Taluka,Chhoti Garh 7768,4422,2042.95,
Karnataka,Mysore,Mysore Taluka,Hari Khurd 7769,5166,1243.4,40.85
Maharashtra,Nagpur,Nagpur Taluka,Motinagar 7770,14567,2308.32,88.85
Tamil Nadu,Coimbatore,Coimbatore Taluka,Harihalli 7771,2709,243.03,84.43
Rajasthan,Jodhpur,Jodhpur Taluka,Lalkalan 7772,8083,4108.04,40.27
Tamil Nadu,Madurai,Madurai Taluka,Puragaon 7773,,4505.81,67.71
Bihar,Gaya,Gaya Taluka,Badikhurd 7774,11682,571.98,57.02
Karnataka,Bangalore,Bangalore Taluka,Purakhurd 7775,11224,3904.37,57.45
Uttar Pradesh,Meerut,Meerut Taluka,Puragarh 7776,1716,1347.46,86.57
Bihar,Patna,Patna Taluka,Kalakalan 7777,7124,151.04,76.67
Rajasthan,Jodhpur,Jodhpur Taluka,Harinagar 7778,11300,4481.57,52.56
Punjab,Amritsar,Amritsar Taluka,Pura Peta 7779,12523,1522.25,85.98
Rajasthan,Jodhpur,Jodhpur Taluka,Motigarh 7780,14591,4677.24,69.13
Karnataka,Belgaum,Belgaum Taluka,Moti Halli 7781,8905,4931.63,44.69
Tamil Nadu,Chennai,Chennai Taluka,Chhotikalan 7782,14340,4702.77,76.15
Punjab,Amritsar,Amritsar Taluka,Naya Halli 7783,3232,2948.68,70.12
Maharashtra,Thane,Thane Taluka,Nava Pur 7784,8558,2949.11,65.59
Gujarat,Surat,Surat Taluka,Lalkalan 7785,7955,1409.88,44.98
Uttar Pradesh,Meerut,Meerut Taluka,Hari Nagar 7786,2678,1167.17,56.16
Maharashtra,Pune,Pune Taluka,Lal Kalan 7787,,2077.52,59.73
Karnataka,Hubli,Hubli Taluka,Naya Nagar 7788,4671,1834.7,80.81
West Bengal,Darjeeling,Darjeeling Taluka,Hari Peta 7789,2352,4153.01,
West Bengal,Durgapur,Durgapur Taluka,Pura Pur 7790,14666,4230.25,64.91
Rajasthan,Jaipur,Jaipur Taluka,Badiwadi 7791,1121,4671.24,76.68
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Taluka,Moti Pur 7792,7047,1236.8,92.26
Gujarat,Ahmedabad,Ahmedabad Taluka,Kalawadi 7793,11842,81.87,55.67
Rajasthan,Jodhpur,Jodhpur Taluka,Kala Pur 7794,3430,2234.26,69.23
Maharashtra,Nagpur,Nagpur Taluka,Purakhurd 7795,,2915.62,70.88
Karnataka,Bangalore,Bangalore Taluka,Kalanagar 7796,12480,2475.27,76.82
Uttar Pradesh,Meerut,Meerut Taluka,Kalanagar 7797,348,1327.72,93.13
West Bengal,Durgapur,Durgapur Taluka,Badinagar 7798,4591,417.4,
Haryana,Rohtak,Rohtak Taluka,Naya Wadi 7799,1818,3238.61,82.27
Tamil Nadu,Coimbatore,Coimbatore Taluka,Kalanagar 7800,1646,631.27,75.82
Bihar,Purnia,Purnia Taluka,Pura Peta 7801,771,4948.83,84.43
Rajasthan,Ajmer,Ajmer Taluka,Badigarh 7802,369,1870.12,40.67
Uttar Pradesh,Kanpur,Kanpur Taluka,Badi Wadi 7803,11649,3090.59,65.04
Punjab,Ludhiana,Ludhiana Taluka,Nayakalan 7804,5746,860.62,75.23
Rajasthan,Kota,Kota Taluka,Nava Garh 7805,4049,2078.31,84.49
West Bengal,Kolkata,Kolkata Taluka,Chhoti Gaon 7806,14174,4091.75,68.81
Haryana,Ambala,Ambala Taluka,Kala Khurd 7807,9547,3013.89,68.04
Rajasthan,Jodhpur,Jodhpur Taluka,Harikhurd 7808,925,2874.86,
Uttar Pradesh,Meerut,Meerut Taluka,Pura Kalan 7809,6775,2512.05,64.88
Bihar,Purnia,Purnia Taluka,Harigarh 7810,13169,4811.83,44.58
West Bengal,Kolkata,Kolkata Taluka,Hari Peta 7811,8564,1930.46,54.85
Tamil Nadu,Chennai,Chennai Taluka,Naya Nagar 7812,580,4349.35,46.52
West Bengal,Darjeeling,Darjeeling Taluka,Pura Peta 7813,9350,1522.58,64.92
Maharashtra,Thane,Thane Taluka,Lalnagar 7814,13688,4291.86,54.89
Tamil Nadu,Madurai,Madurai Taluka,Lal Peta 7815,597,675.47,61.45
Karnataka,Mysore,Mysore Taluka,Kalakhurd 7816,12989,1312.63,88.52
Karnataka,Belgaum,Belgaum Taluka,Naya Wadi 7817,8071,2450.2,56.78
Haryana,Ambala,Ambala Taluka,Lal Halli 7818,3830,2680.63,76.18
Tamil Nadu,Madurai,Madurai Taluka,Moti Pur 7819,5455,1500.83,
Maharashtra,Nashik,Nashik Taluka,Chhotikalan 7820,9130,1617.95,53.33
West Bengal,Durgapur,Durgapur Taluka,Nayanagar 7821,5239,2994.64,71.37
Rajasthan,Ajmer,Ajmer Taluka,Lal Gaon 7822,13451,487.63,
Rajasthan,Jodhpur,Jodhpur Taluka,Kala Gaon 7823,5953,3692.15,44.65
Rajasthan,Jodhpur,Jodhpur Taluka,Chhotinagar 7824,10297,4846.71,46.22
Tamil Nadu,Coimbatore,Coimbatore Taluka,Chhoti Garh 7825,9182,1321.44,90.09
Bihar,Patna,Patna Taluka,Kala Halli 7826,11762,2747.49,44.85
Haryana,Panipat,Panipat Taluka,Pura Khurd 7827,8520,1031.08,72.35
Karnataka,Hubli,Hubli Taluka,Nava Pur 7828,8265,3166.03,43.41
Punjab,Bathinda,Bathinda Taluka,Navagarh 7829,4330,645.72,77.59
Uttar Pradesh,Kanpur,Kanpur Taluka,Naya Pur 7830,14083,4469.86,40.66
West Bengal,Siliguri,Siliguri Taluka,Nava Pur 7831,181,253.34,79.24
Rajasthan,Jaipur,Jaipur Taluka,Nava Garh 7832,5562,2173.02,81.22
West Bengal,Siliguri,Siliguri Taluka,Chhotihalli 7833,2478,2705.88,42.38
Haryana,Ambala,Ambala Taluka,Badigaon 7834,6790,2943.25,48.03
Bihar,Purnia,Purnia Taluka,Chhotinagar 7835,4969,4628.92,66.42
Punjab,Amritsar,Amritsar Taluka,Badi Wadi 7836,13908,3366.16,67.9
Tamil Nadu,Madurai,Madurai Taluka,Harigaon 7837,14965,1135.75,42.49
Haryana,Panipat,Panipat Taluka,Lal Peta 7838,8910,4314.92,45.67
Haryana,Ambala,Ambala Taluka,Lal Halli 7839,11844,3961.5,57.79
Rajasthan,Ajmer,Ajmer Taluka,Purawadi 7840,6828,4678.88,47.11
Gujarat,Vadodara,Vadodara Taluka,Hari Halli 7841,4534,1254.89,65.05
Bihar,Purnia,Purnia Taluka,Haripeta 7842,4638,3915.1,72.76
Gujarat,Rajkot,Rajkot Taluka,Chhotigarh 7843,12560,1906.81,69.89
Haryana,Rohtak,Rohtak Taluka,Lal Nagar 7844,,164.08,45.93
Tamil Nadu,Coimbatore,Coimbatore Taluka,Nayanagar 7845,6221,685.98,63.78
Haryana,Rohtak,Rohtak Taluka,Kala Nagar 7846,5134,2094.3,73.89
Rajasthan,Jaipur,Jaipur Taluka,Naya Halli 7847,,1618.32,54.63
Karnataka,Hubli,Hubli Taluka,Lal Kalan 7848,,1411.67,74.84
Uttar Pradesh,Agra,Agra Taluka,Kalawadi 7849,7015,3777.74,63.58
West Bengal,Kolkata,Kolkata Taluka,Lal Pur 7850,6235,3961.2,77.16
West Bengal,Darjeeling,Darjeeling Taluka,Harigarh 7851,5850,2481.72,68.99
Maharashtra,Nashik,Nashik Taluka,Hari Gaon 7852,7557,2754.86,65.14
Haryana,Rohtak,Rohtak Taluka,Navakalan 7853,9721,635.32,43.74
West Bengal,Siliguri,Siliguri Taluka,Navahalli 7854,14889,1419.12,76.21
Uttar Pradesh,Meerut,Meerut Taluka,Chhotigarh 7855,14902,2433.71,76.78
Punjab,Bathinda,Bathinda Taluka,Nava Kalan 7856,10129,1802.78,72.03
West Bengal,Darjeeling,Darjeeling Taluka,Naya Khurd 7857,3593,4193.45,49.25
Punjab,Amritsar,Amritsar Taluka,Nava Pur 7858,6738,767.62,91.13
Bihar,Gaya,Gaya Taluka,Lal Peta 7859,6589,2352.7,75.32
Bihar,Gaya,Gaya Taluka,Lal Garh 7860,7864,351.71,59.44
Uttar Pradesh,Agra,Agra Taluka,Harihalli 7861,14416,435.94,87.06
Karnataka,Bangalore,Bangalore Taluka,Navawadi 7862,7129,4466.7,70.46
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Taluka,Naya Garh 7863,5008,4793.53,72.93
West Bengal,Darjeeling,Darjeeling Taluka,Purapur 7864,,4849.16,52.64
Gujarat,Surat,Surat Taluka,Lalkalan 7865,,3295.78,66.83
Maharashtra,Mumbai,Mumbai Taluka,Puragarh 7866,5753,4025.26,78.15
Rajasthan,Jaipur,Jaipur Taluka,Chhoti Garh 7867,5474,444.56,65.46
Rajasthan,Kota,Kota Taluka,Purakalan 7868,12392,4651.32,50.95
Maharashtra,Nashik,Nashik Taluka,Kalakalan 7869,4418,1194.47,
Punjab,Bathinda,Bathinda Taluka,Lalnagar 7870,11653,757.02,73.34
Maharashtra,Pune,Pune Taluka,Badipur 7871,1194,2452.71,40.91
Rajasthan,Jodhpur,Jodhpur Taluka,Chhoti Kalan 7872,13212,2352.07,77.82
Rajasthan,Kota,Kota Taluka,Kalagaon 7873,2386,1193.95,52.58
Tamil Nadu,Madurai,Madurai Taluka,Haripur 7874,14584,1627.04,75.72
Uttar Pradesh,Agra,Agra Taluka,Moti Gaon 7875,3215,1238.53,63.17
Haryana,Ambala,Ambala Taluka,Lal Khurd 7876,6770,2471.22,91.64
West Bengal,Darjeeling,Darjeeling Taluka,Purapur 7877,11889,1383.43,81.33
Karnataka,Belgaum,Belgaum Taluka,Chhoti Gaon 7878,12963,2891.43,60.67
Gujarat,Vadodara,Vadodara Taluka,Hari Nagar 7879,1585,4336.61,66.73
Maharashtra,Pune,Pune Taluka,Pura Halli 7880,8728,3405.8,82.44
Gujarat,Bhavnagar,Bhavnagar Taluka,Pura Kalan 7881,5465,866.6,67.7
Maharashtra,Mumbai,Mumbai Taluka,Navakhurd 7882,13705,1332.14,83.3
Haryana,Rohtak,Rohtak Taluka,Nayapur 7883,12146,2074.05,94.15
Maharashtra,Nashik,Nashik Taluka,Naya Kalan 7884,13387,644.99,62.14
Punjab,Jalandhar,Jalandhar Taluka,Badigarh 7885,2287,2671.38,69.75
Haryana,Rohtak,Rohtak Taluka,Nava Pur 7886,7692,2250.54,71.37
Rajasthan,Ajmer,Ajmer Taluka,Moti Nagar 7887,6132,4213.41,83.89
Bihar,Gaya,Gaya Taluka,Hari Gaon 7888,10974,4087.38,42.93
Haryana,Gurugram,Gurugram Taluka,Badipur 7889,6159,4141.84,64.99
Maharashtra,Thane,Thane Taluka,Naya Wadi 7890,8546,456.43,67.01
Maharashtra,Pune,Pune Taluka,Kalahalli 7891,6882,1895.42,70.41
West Bengal,Howrah,Howrah Taluka,Kalanagar 7892,8269,2820.04,80.01
Gujarat,Ahmedabad,Ahmedabad Taluka,Lal Wadi 7893,9645,1654.67,76.47
Maharashtra,Pune,Pune Taluka,Naya Pur 7894,6866,583.74,45.24
Rajasthan,Udaipur,Udaipur Taluka,Moti Kalan 7895,,65.25,42.06
Haryana,Ambala,Ambala Taluka,Harigaon 7896,4349,4371.56,87.61
West Bengal,Howrah,Howrah Taluka,Pura Kalan 7897,1707,875.77,55.42
Rajasthan,Jaipur,Jaipur Taluka,Moti Nagar 7898,10257,332.27,72.18
Tamil Nadu,Chennai,Chennai Taluka,Badipur 7899,1027,4569.34,66.59
Uttar Pradesh,Meerut,Meerut Taluka,Pura Wadi 7900,404,4117.23,87.26
West Bengal,Kolkata,Kolkata Taluka,Badihalli 7901,7715,1328.67,91.12
Haryana,Panipat,Panipat Taluka,Badi Gaon 7902,12390,2812.99,57.63
West Bengal,Kolkata,Kolkata Taluka,Kala Halli 7903,13415,1958.97,92.9
Gujarat,Surat,Surat Taluka,Navawadi 7904,686,2586.38,49.56
Bihar,Purnia,Purnia Taluka,Nayawadi 7905,4394,3556.37,90.31
Maharashtra,Thane,Thane Taluka,Kala Wadi 7906,7628,2341.8,
West Bengal,Howrah,Howrah Taluka,Badigaon 7907,10235,2928.69,68.41
Rajasthan,Udaipur,Udaipur Taluka,Moti Peta 7908,3740,1507.19,86.75
Haryana,Faridabad,Faridabad Taluka,Nayapur 7909,2504,1334.05,76.13
Punjab,Bathinda,Bathinda Taluka,Kala Khurd 7910,14185,3467.82,41.69
Bihar,Patna,Patna Taluka,Moti Pur 7911,9573,4424.53,52.31
Tamil Nadu,Salem,Salem Taluka,Chhoti Garh 7912,14811,4343.72,74.14
Punjab,Ludhiana,Ludhiana Taluka,Purawadi 7913,4793,3994.74,93.41
West Bengal,Durgapur,Durgapur Taluka,Pura Kalan 7914,3231,459.31,76.19
West Bengal,Siliguri,Siliguri Taluka,Kalagarh 7915,4860,325.48,46.94
Rajasthan,Ajmer,Ajmer Taluka,Nayahalli 7916,12444,2007.1,71.31
Tamil Nadu,Madurai,Madurai Taluka,Kala Wadi 7917,13880,885.73,73.62
Maharashtra,Mumbai,Mumbai Taluka,Lalpur 7918,6988,2887.51,62.81
Rajasthan,Ajmer,Ajmer Taluka,Moti Halli 7919,9285,2510.84,81.07
Punjab,Jalandhar,Jalandhar Taluka,Motigaon 7920,13974,3982.26,57.74
Uttar Pradesh,Lucknow,Lucknow Taluka,Motiwadi 7921,14366,3271.44,88.38
Karnataka,Hubli,Hubli Taluka,Navahalli 7922,13174,1950.99,
Tamil Nadu,Chennai,Chennai Taluka,Purawadi 7923,11018,2339.72,
Rajasthan,Jaipur,Jaipur Taluka,Naya Gaon 7924,9715,3006.65,40.12
Maharashtra,Nagpur,Nagpur Taluka,Kala Peta 7925,9504,3909.52,47.76
Karnataka,Mysore,Mysore Taluka,Chhotinagar 7926,,910.97,78.67
West Bengal,Kolkata,Kolkata Taluka,Badi Pur 7927,3549,2592.39,77.49
West Bengal,Howrah,Howrah Taluka,Pura Nagar 7928,5865,4212.02,60.97
Gujarat,Bhavnagar,Bhavnagar Taluka,Motinagar 7929,1576,2781.95,54.53
Haryana,Ambala,Ambala Taluka,Kala Khurd 7930,13998,3144.17,87.38
Tamil Nadu,Chennai,Chennai Taluka,Pura Gaon 7931,10306,3844.3,65.26
Uttar Pradesh,Varanasi,Varanasi Taluka,Chhoti Khurd 7932,9795,3041.98,49.75
Bihar,Bhagalpur,Bhagalpur Taluka,Pura Halli 7933,8335,3216.81,86.27
Punjab,Patiala,Patiala Taluka,Hari Gaon 7934,4635,4918.38,76.8
Bihar,Muzaffarpur,Muzaffarpur Taluka,Pura Halli 7935,10869,165.6,
Punjab,Amritsar,Amritsar Taluka,Navawadi 7936,4443,4044.06,74.64
Karnataka,Hubli,Hubli Taluka,Purapeta 7937,4212,2083.34,60.18
Rajasthan,Jodhpur,Jodhpur Taluka,Kalapur 7938,1982,2757.32,50.42
Haryana,Gurugram,Gurugram Taluka,Motigarh 7939,7074,2268.21,54.04
West Bengal,Darjeeling,Darjeeling Taluka,Navapur 7940,604,4651.02,62.22
Tamil Nadu,Madurai,Madurai Taluka,Nayahalli 7941,6665,2799.26,62.54
Maharashtra,Thane,Thane Taluka,Naya Wadi 7942,5519,264.11,85.65
Gujarat,Vadodara,Vadodara Taluka,Lal Gaon 7943,3701,466.61,44.25
Punjab,Ludhiana,Ludhiana Taluka,Kala Khurd 7944,5397,2017.42,57.28
Bihar,Gaya,Gaya Taluka,Lal Peta 7945,12545,2791.63,42.78
Rajasthan,Udaipur,Udaipur Taluka,Kala Peta 7946,6002,1600.27,53.48
Karnataka,Mysore,Mysore Taluka,Chhotigaon 7947,14543,4326.34,75.08
Haryana,Faridabad,Faridabad Taluka,Nayawadi 7948,5485,3591.54,41.68
Punjab,Bathinda,Bathinda Taluka,Badikalan 7949,896,1814.2,58.87
West Bengal,Howrah,Howrah Taluka,Nayahalli 7950,6428,1755.16,43.76
Rajasthan,Udaipur,Udaipur Taluka,Navahalli 7951,13152,1065.4,50.46
Bihar,Bhagalpur,Bhagalpur Taluka,Kalahalli 7952,1868,1415.07,83.93
Karnataka,Hubli,Hubli Taluka,Naya Peta 7953,7903,1863.56,51.43
Uttar Pradesh,Lucknow,Lucknow Taluka,Kalawadi 7954,1019,4401.74,60.07
Rajasthan,Ajmer,Ajmer Taluka,Motihalli 7955,6421,4262.37,63.16
Haryana,Rohtak,Rohtak Taluka,Chhoti Khurd 7956,6699,3033.28,49.15
Maharashtra,Pune,Pune Taluka,Chhotigaon 7957,8561,3126.37,63.8
Haryana,Rohtak,Rohtak Taluka,Hari Kalan 7958,14268,4538.53,87.78
Uttar Pradesh,Lucknow,Lucknow Taluka,Lalkalan 7959,8533,496.84,42.41
Bihar,Gaya,Gaya Taluka,Badipeta 7960,12857,3294.82,86.8
Maharashtra,Thane,Thane Taluka,Kala Khurd 7961,4093,3300.05,71.66
Maharashtra,Thane,Thane Taluka,Lal Wadi 7962,8378,1890.82,71.47
Karnataka,Mysore,Mysore Taluka,Lal Nagar 7963,11094,3449.58,50.81
West Bengal,Durgapur,Durgapur Taluka,Motiwadi 7964,10241,2756.75,57.19
Tamil Nadu,Coimbatore,Coimbatore Taluka,Naya Kalan 7965,718,1930.91,72.26
Maharashtra,Pune,Pune Taluka,Hari Garh 7966,7366,1106.56,49.93
West Bengal,Durgapur,Durgapur Taluka,Chhotigarh 7967,,1840.49,51.03
Bihar,Bhagalpur,Bhagalpur Taluka,Navawadi 7968,8460,1592.77,45.25
Uttar Pradesh,Lucknow,Lucknow Taluka,Nayawadi 7969,,1133.63,84.35
Haryana,Ambala,Ambala Taluka,Hari Gaon 7970,1879,2679.97,43.78
Bihar,Gaya,Gaya Taluka,Kalakhurd 7971,314,2928.95,64.63
Rajasthan,Udaipur,Udaipur Taluka,Badi Peta 7972,8506,1077.13,43.58
Haryana,Faridabad,Faridabad Taluka,Moti Wadi 7973,,1712.92,56.16
West Bengal,Siliguri,Siliguri Taluka,Kala Peta 7974,968,1376.63,83.88
West Bengal,Durgapur,Durgapur Taluka,Motigarh 7975,8274,3038.78,
Punjab,Jalandhar,Jalandhar Taluka,Lal Khurd 7976,148,4887.43,46.31
Haryana,Ambala,Ambala Taluka,Kala Wadi 7977,11378,4241.3,57.64
Haryana,Panipat,Panipat Taluka,Chhoti Peta 7978,4142,4755.03,46.4
Maharashtra,Thane,Thane Taluka,Navagarh 7979,3686,3528.26,87.79
Tamil Nadu,Coimbatore,Coimbatore Taluka,Kalagaon 7980,14694,1626.77,68.06
Maharashtra,Nashik,Nashik Taluka,Motinagar 7981,10727,3939.49,93.27
Rajasthan,Jodhpur,Jodhpur Taluka,Hari Nagar 7982,1905,2577.2,67.06
Punjab,Jalandhar,Jalandhar Taluka,Kalakalan 7983,8706,2609.13,54.78
Gujarat,Vadodara,Vadodara Taluka,Navapeta 7984,5999,2575.45,77.88
Haryana,Panipat,Panipat Taluka,Kalahalli 7985,2662,3189.47,86.56
Karnataka,Mangalore,Mangalore Taluka,Moti Nagar 7986,7574,304.68,41.23
West Bengal,Howrah,Howrah Taluka,Chhotinagar 7987,425,957.95,67.94
Gujarat,Bhavnagar,Bhavnagar Taluka,Nayagaon 7988,7551,4742.35,91.79
Punjab,Patiala,Patiala Taluka,Naya Halli 7989,8876,2914.06,52.27
Punjab,Bathinda,Bathinda Taluka,Chhotigaon 7990,13642,3688.3,53.43
Gujarat,Rajkot,Rajkot Taluka,Badinagar 7991,,2667.53,40.42
Punjab,Jalandhar,Jalandhar Taluka,Hari Nagar 7992,8723,3116.5,40.81
Punjab,Ludhiana,Ludhiana Taluka,Kala Pur 7993,,2780.41,67.02
Uttar Pradesh,Varanasi,Varanasi Taluka,Navapeta 7994,446,1133.51,44.94
Punjab,Ludhiana,Ludhiana Taluka,Lalnagar 7995,11453,1014.72,89.76
Gujarat,Ahmedabad,Ahmedabad Taluka,Motiwadi 7996,13253,4831.61,
Bihar,Muzaffarpur,Muzaffarpur Taluka,Motigaon 7997,13004,4124.35,61.09
Maharashtra,Pune,Pune Taluka,Nayanagar 7998,3249,647.37,77.18
Gujarat,Ahmedabad,Ahmedabad Taluka,Hariwadi 7999,14252,3997.9,75.28
Tamil Nadu,Coimbatore,Coimbatore Taluka,Nayakhurd 8000,4124,1783.47,54.12
